auc_delta	cluster	cluster_top_signature	collection	dataset_id	doi	evidence_note	expected_cluster_label	leading_overlap_genes	mean_metric_background	mean_metric_in_pathway	notes	overlap_marker_genes	overlap_n	p_adj_bh	p_value	panel	pathway_name	pathway_priority_label	pathway_size_in_ranked_genes	ranked_gene_n	reference	reference_marker_genes	significant_fdr_0_05	status	summary_id	support_status	url	value
0.27412561916974676	0	ductal_malignant_context	reactome	pdac_gse154778				B2M;CRB3;FAU;HLA-A;HLA-B;HSP90AA1;HSP90AB1;IFNAR2;IKBKB;IL17RA;LARP1;NUP133;NUP210;PDPK1;POM121C;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25	1.2321837219711234	3.521515886540766				8.911021600567855e-11	2.3595381139531786e-12	figure4_pathway_top_hits	REACTOME_SARS_COV_2_HOST_INTERACTIONS	low_specificity_housekeeping_or_infection_proxy	54	3000			True					
0.14467131312563386	0	ductal_malignant_context	reactome	pdac_gse154778				ABI2;ACTG1;AGPAT2;AHCYL1;ALDH3B1;ALDOA;ALPK1;ANO6;ANXA2;AOC1;AP2A2;APP;ARMC8;ARPC1A;ATG12;ATP11A;ATP11B;ATP6V0A1;ATP6V1C1;ATP7A;B2M;BCL2L1;BIRC3;BTRC;C4BPA;C4BPB;CAND1;CANT1;CARD11;CD46	1.2393571328204998	1.8657602269225326				7.782567741170747e-09	2.4699604662119365e-10	figure4_pathway_top_hits	REACTOME_INNATE_IMMUNE_SYSTEM	background_significant_pathway	163	3000			True					
0.19218767457821906	0	ductal_malignant_context	reactome	pdac_gse154778				AGPAT2;ALDH3B1;ALDOA;ANO6;ANXA2;AOC1;AP2A2;ARMC8;ATP11A;ATP11B;ATP6V0A1;B2M;CAND1;CANT1;CD55;CD59;CD63;CDA;CDK13;CEACAM1;CEACAM6;CPNE3;CST3;CSTB;CTSS;CYBA;CYSTM1;DDX3X;DIAPH1;DSP	1.2445435122258874	2.2508756764406384				1.7860081166251423e-08	5.869510242430046e-10	figure4_pathway_top_hits	REACTOME_NEUTROPHIL_DEGRANULATION	background_significant_pathway	86	3000			True					
0.1737779159081827	0	ductal_malignant_context	reactome	pdac_gse154778				AGRN;ANO6;ANO7;ANO9;AP2A2;ARID4B;ATP1A1;ATP1B1;B2M;BCL2L1;CANX;CHD3;CHMP4C;CHMP7;CRB3;CUL3;DDX5;EEF1A1;FAU;FURIN;FXYD2;FXYD3;GPC4;HLA-A;HLA-B;HSP90AA1;HSP90AB1;HSPG2;IFNAR2;IKBKB	1.226997811533575	2.6050341303395754				4.017067035036393e-08	1.3729693903786358e-09	figure4_pathway_top_hits	REACTOME_SARS_COV_INFECTIONS	low_specificity_housekeeping_or_infection_proxy	101	3000			True					
0.19417877525903648	0	ductal_malignant_context	reactome	pdac_gse154778				AGRN;ANO6;ANO7;ANO9;B2M;CANX;CHMP4C;CHMP7;CRB3;DDX5;FAU;FURIN;GPC4;HLA-A;HLA-B;HSP90AA1;HSP90AB1;HSPG2;IFNAR2;IKBKB;IL17RA;LARP1;MAGT1;MAN2A1;MGAT4B;NUP133;NUP210;OST4;PARP10;PARP14	1.2323091905009294	2.792404523378686				5.198299265419069e-08	1.835268097462507e-09	figure4_pathway_top_hits	REACTOME_SARS_COV_2_INFECTION	low_specificity_housekeeping_or_infection_proxy	79	3000			True					
0.21513442376386538	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;ACTN4;AGO1;AGO2;AGO3;ANG;ANGPTL4;CD2AP;CDH1;CDH15;CDH17;CLDN10;CLDN12;CLDN15;CLDN3;CLDN4;CLDN7;COL17A1;CRB3;CTNNA1;CTNND1;DST;F11R;FBLIM1;HOXC8;IQGAP1;ITGA6;ITGB1;ITGB4;JUP	1.254383690718265	2.521584371725718				6.515365020513948e-06	3.511567626079818e-07	figure4_pathway_top_hits	REACTOME_CELL_CELL_COMMUNICATION	background_significant_pathway	45	3000			True					
0.23469598140650771	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;AGO1;AGO2;AGO3;ANG;ANGPTL4;CDH1;CDH15;CDH17;CLDN10;CLDN12;CLDN15;CLDN3;CLDN4;CLDN7;COL17A1;CRB3;CTNNA1;CTNND1;DST;F11R;FBLIM1;HOXC8;ITGA6;ITGB1;ITGB4;JUP;LAMA3;LAMB3;LAMC2	1.2558828933559127	2.7149501914779344				1.1005838878039838e-05	6.241809091395364e-07	figure4_pathway_top_hits	REACTOME_CELL_JUNCTION_ORGANIZATION	manuscript_interpretable_candidate	36	3000			True					
0.23469598140650771	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;AGO1;AGO2;AGO3;ANG;ANGPTL4;CDH1;CDH15;CDH17;CLDN10;CLDN12;CLDN15;CLDN3;CLDN4;CLDN7;COL17A1;CRB3;CTNNA1;CTNND1;DST;F11R;FBLIM1;HOXC8;ITGA6;ITGB1;ITGB4;JUP;LAMA3;LAMB3;LAMC2	1.2558828933559127	2.7149501914779344				1.1005838878039838e-05	6.241809091395364e-07	figure4_pathway_interpretable_hits	REACTOME_CELL_JUNCTION_ORGANIZATION	manuscript_interpretable_candidate	36	3000			True					
0.34046047629185805	0	ductal_malignant_context	reactome	pdac_gse154778				HSPG2;ITGA1;ITGA2;ITGA3;ITGA6;ITGB1;ITGB4;LAMA3;LAMA5;LAMB3;LAMC2	1.2659408402566568	3.297993752089414				0.0004734359846100754	4.738805254406952e-05	figure4_pathway_top_hits	REACTOME_LAMININ_INTERACTIONS	background_significant_pathway	11	3000			True					
0.19447763785478644	0	ductal_malignant_context	reactome	pdac_gse154778				ANXA1;ANXA2;AQP1;CEL;CLDN10;COL27A1;CPA1;CPA2;DMKN;HNF1B;ITGA6;ITGB1;ITGB4;KLK1;KLK7;KRT10;KRT15;KRT19;KRT7;LAMA3;LAMA5;LAMB3;LAMC2;PROM1;PRSS1;PRSS3;PTF1A;REG1A;SERPINA4;SOX9	1.258268227260202	2.63312947027611				0.00057760602506401	5.9550367654486666e-05	figure4_pathway_top_hits	REACTOME_DEVELOPMENTAL_CELL_LINEAGES	background_significant_pathway	33	3000			True					
0.14396541950113384	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;ADAM17;ADAM9;AGRN;APP;CAPN12;CAPN15;CAPN2;CAPN5;CAPN8;CASP3;CDH1;CEACAM1;CEACAM6;COL17A1;COL27A1;COL9A3;CTSS;DAG1;DDR1;DST;F11R;FURIN;HSPG2;ITGA1;ITGA10;ITGA2;ITGA3;ITGA6;ITGB1	1.255434318363261	2.1533034468690553				0.0006245335398618633	6.579592786150334e-05	figure4_pathway_top_hits	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	manuscript_interpretable_candidate	60	3000			True					
0.14396541950113384	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;ADAM17;ADAM9;AGRN;APP;CAPN12;CAPN15;CAPN2;CAPN5;CAPN8;CASP3;CDH1;CEACAM1;CEACAM6;COL17A1;COL27A1;COL9A3;CTSS;DAG1;DDR1;DST;F11R;FURIN;HSPG2;ITGA1;ITGA10;ITGA2;ITGA3;ITGA6;ITGB1	1.255434318363261	2.1533034468690553				0.0006245335398618633	6.579592786150334e-05	figure4_pathway_interpretable_hits	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	manuscript_interpretable_candidate	60	3000			True					
0.19405428739892183	0	ductal_malignant_context	reactome	pdac_gse154778				ABI2;ACTG1;AHCYL1;BCAR1;CRK;CTNNA1;CTNND1;CYBA;HSP90AA1;HSPB1;ITPR2;ITPR3;JUP;KRAS;MAPK14;MAPKAPK2;NCKAP1;PDPK1;PIK3CA;PIK3CB;PIK3R2;PRKCA;PRKCZ;PTK2;PXN;RAC1;RASA1;RICTOR;ROCK2;THEM4	1.267562142440251	1.814083251170814				0.0007091859422066381	7.791056829875742e-05	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_VEGF	background_significant_pathway	32	3000			True					
0.09176466964861074	0	ductal_malignant_context	reactome	pdac_gse154778				ABI2;ACTG1;AHCTF1;AKAP12;ANKLE2;ARAP2;ARHGAP12;ARHGAP23;ARHGAP27;ARHGAP32;ARHGAP5;ARHGAP8;ARHGEF12;ARHGEF16;ARHGEF28;ARHGEF3;ARHGEF5;ARPC1A;BAIAP2L1;BCR;CDC42BPA;CDC42BPB;CDC42EP2;CDH1;CHN2;CLIP1;CLTC;CPD;CPNE8;CPSF7	1.263509382675356	1.4638266446622643				0.0007394054547968401	8.164702486770741e-05	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3	background_significant_pathway	148	3000			True					
0.23676049808980326	0	ductal_malignant_context	reactome	pdac_gse154778				ALB;APLP2;APOL1;APP;CP;CST3;GOLM1;IGF2;KLK1;KTN1;MBTPS1;MIA3;MSLN;P4HB;QSOX1;SCG2;SERPINA1;SERPIND1;TGOLN2;TIMP1;VWA1	1.2657993004481318	2.3504279411974407				0.0008055960118635924	9.036647269901984e-05	figure4_pathway_top_hits	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	background_significant_pathway	21	3000			True					
0.16344645712879813	0	ductal_malignant_context	reactome	pdac_gse154778				ABI2;ACTG1;AHCTF1;ARPC1A;CDH1;CLIP1;CTNNA1;CTTN;CYBA;DIAPH1;DVL1;DYNC1I2;DYNLL1;IQGAP1;ITGB1;KDM4C;KTN1;MAPK14;MYH14;MYL6;NCKAP1;NCOA2;NDEL1;NOXO1;NUP133;PDPK1;PKN2;PPP1CB;PPP2R5A;PPP2R5E	1.2661524765969774	1.759735954078761				0.0008431757107999366	9.674748531432136e-05	figure4_pathway_top_hits	REACTOME_RHO_GTPASE_EFFECTORS	background_significant_pathway	44	3000			True					
0.20436733743727686	0	ductal_malignant_context	reactome	pdac_gse154778				ATP1B1;CEACAM1;CEACAM5;CEACAM6;CXADR;EPCAM;F11R;GLG1;GRB7;ITGA3;ITGA6;ITGB1;KRAS;PIK3CA;PIK3CB;PIK3R2;PPIL2;SDC1;SDC4;SLC16A3;SLC7A11;SOS1;TNFRSF10A;TNFRSF10B;TNFRSF10D;YES1	1.263373629651618	2.4193049313930364				0.001296750985280385	0.00016315927889912825	figure4_pathway_top_hits	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	background_significant_pathway	26	3000			True					
0.2886127844712182	0	ductal_malignant_context	reactome	pdac_gse154778				COL17A1;COL27A1;COL9A3;CTSS;DST;ITGA6;ITGB4;LAMA3;LAMB3;LAMC2;MMP7;PLEC	1.2644705341024252	3.4947622418403625				0.0019749728188486393	0.0002744563166099517	figure4_pathway_top_hits	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	manuscript_interpretable_candidate	12	3000			True					
0.2886127844712182	0	ductal_malignant_context	reactome	pdac_gse154778				COL17A1;COL27A1;COL9A3;CTSS;DST;ITGA6;ITGB4;LAMA3;LAMB3;LAMC2;MMP7;PLEC	1.2644705341024252	3.4947622418403625				0.0019749728188486393	0.0002744563166099517	figure4_pathway_interpretable_hits	REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES	manuscript_interpretable_candidate	12	3000			True					
0.09118981237284307	0	ductal_malignant_context	reactome	pdac_gse154778				ABCC4;ACTN4;ALB;ALDOA;ANXA2;APLP2;APP;ATP1B1;ATP2A2;ATP2B4;BCAR1;BRPF3;CD109;CD63;CD9;CEACAM1;CEACAM5;CEACAM6;CRK;CXADR;DGKA;DGKD;DGKE;DGKH;DGKQ;DOCK5;DOCK6;DOCK7;EPCAM;F11R	1.2574954295179046	1.6721807707910952				0.0029048609582914696	0.0004478668256821214	figure4_pathway_top_hits	REACTOME_HEMOSTASIS	background_significant_pathway	115	3000			True					
0.1702903891509434	0	ductal_malignant_context	reactome	pdac_gse154778				BBC3;BCL2L1;CASP3;CDH1;CFLAR;DSG2;DSG3;DSP;DYNLL1;GAS2;GSN;LMNA;MAPK8;OCLN;OPA1;PLEC;PTK2;RPS27A;SPTAN1;STK24;TICAM1;TJP1;TJP2;TNFRSF10A;TNFRSF10B;TNFSF10;TP53BP2;UBA52;UBC;XIAP	1.265915442328408	1.9668146865442395				0.002920799042151096	0.00045251816146002895	figure4_pathway_top_hits	REACTOME_APOPTOSIS	manuscript_interpretable_candidate	32	3000			True					
0.1702903891509434	0	ductal_malignant_context	reactome	pdac_gse154778				BBC3;BCL2L1;CASP3;CDH1;CFLAR;DSG2;DSG3;DSP;DYNLL1;GAS2;GSN;LMNA;MAPK8;OCLN;OPA1;PLEC;PTK2;RPS27A;SPTAN1;STK24;TICAM1;TJP1;TJP2;TNFRSF10A;TNFRSF10B;TNFSF10;TP53BP2;UBA52;UBC;XIAP	1.265915442328408	1.9668146865442395				0.002920799042151096	0.00045251816146002895	figure4_pathway_interpretable_hits	REACTOME_APOPTOSIS	manuscript_interpretable_candidate	32	3000			True					
0.3028260869565217	0	ductal_malignant_context	reactome	pdac_gse154778				CLDN10;CLDN12;CLDN15;CLDN3;CLDN4;CLDN7;CRB3;F11R;PARD6B;PRKCI	1.2665284556788345	3.3255020320415496				0.0029818300167669012	0.0004647735049608503	figure4_pathway_top_hits	REACTOME_TIGHT_JUNCTION_INTERACTIONS	manuscript_interpretable_candidate	10	3000			True					
0.3028260869565217	0	ductal_malignant_context	reactome	pdac_gse154778				CLDN10;CLDN12;CLDN15;CLDN3;CLDN4;CLDN7;CRB3;F11R;PARD6B;PRKCI	1.2665284556788345	3.3255020320415496				0.0029818300167669012	0.0004647735049608503	figure4_pathway_interpretable_hits	REACTOME_TIGHT_JUNCTION_INTERACTIONS	manuscript_interpretable_candidate	10	3000			True					
0.2065650026375102	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;AGRN;DAG1;DDR1;HSPG2;ITGA2;ITGA6;ITGB1;ITGB4;LAMA3;LAMA5;LAMB3;LAMC2;NTN4;PDGFB;PRKCA;SDC1;SDC4;SNTB1;SNTB2;UTRN	1.2647648532845182	2.4971716602643332				0.003381402885588827	0.0005435644826411335	figure4_pathway_top_hits	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	manuscript_interpretable_candidate	21	3000			True					
0.2065650026375102	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;AGRN;DAG1;DDR1;HSPG2;ITGA2;ITGA6;ITGB1;ITGB4;LAMA3;LAMA5;LAMB3;LAMC2;NTN4;PDGFB;PRKCA;SDC1;SDC4;SNTB1;SNTB2;UTRN	1.2647648532845182	2.4971716602643332				0.003381402885588827	0.0005435644826411335	figure4_pathway_interpretable_hits	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	manuscript_interpretable_candidate	21	3000			True					
0.2424678950307091	0	ductal_malignant_context	reactome	pdac_gse154778				CASP3;CDH1;DSG2;DSG3;DSP;GAS2;GSN;LMNA;OCLN;PLEC;PTK2;SPTAN1;STK24;TJP1;TJP2	1.2683687654771598	2.2729558567206065				0.003608457968708269	0.0005888732347056311	figure4_pathway_top_hits	REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	background_significant_pathway	15	3000			True					
0.2424678950307091	0	ductal_malignant_context	reactome	pdac_gse154778				CASP3;CDH1;DSG2;DSG3;DSP;GAS2;GSN;LMNA;OCLN;PLEC;PTK2;SPTAN1;STK24;TJP1;TJP2	1.2683687654771598	2.2729558567206065				0.003608457968708269	0.0005888732347056311	figure4_pathway_top_hits	REACTOME_APOPTOTIC_EXECUTION_PHASE	background_significant_pathway	15	3000			True					
0.0847272028507563	0	ductal_malignant_context	reactome	pdac_gse154778				ABI2;ACTG1;ADAM17;ADAP1;AHCYL1;AP2A2;ATP6V0A1;ATP6V1C1;BCAR1;CBL;CLTC;COL27A1;COL9A3;CRK;CTNNA1;CTNND1;CUL5;CYBA;DIAPH1;DNAL4;DOCK7;DUSP6;EGFR;EGR2;EPS15;ERBB2;ERBB3;ESRP1;ESRP2;F3	1.2589320140266982	1.611607304433497				0.0042092348926693725	0.0007185341816782084	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	background_significant_pathway	123	3000			True					
0.17742397628035034	0	ductal_malignant_context	reactome	pdac_gse154778				CBL;COL27A1;CRK;DOCK7;EPS15;HGS;HPN;ITGA2;ITGA3;ITGB1;KRAS;LAMA3;LAMA5;LAMB3;LAMC2;MET;MUC20;PIK3CA;PTK2;RAC1;RPS27A;SOS1;SPINT1;SPINT2;UBA52;UBC;USP8	1.2633022310615107	2.384354439046648				0.004315846193559753	0.0007399751314028272	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_MET	background_significant_pathway	27	3000			True					
0.1875070004480287	0	ductal_malignant_context	reactome	pdac_gse154778				ANXA1;ANXA2;AQP1;CEL;CLDN10;COL27A1;CPA1;CPA2;HNF1B;KLK1;KRT19;KRT7;LAMA3;LAMA5;LAMB3;LAMC2;PROM1;PRSS1;PTF1A;REG1A;SERPINA4;SOX9;SPINK1;YAP1	1.2616408725359267	2.7304944222172103				0.004421795455661446	0.0007656141615248551	figure4_pathway_top_hits	REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS	background_significant_pathway	24	3000			True					
0.2438642235192805	0	ductal_malignant_context	reactome	pdac_gse154778				AGRN;CDH1;COL9A3;F11R;HSPG2;ITGA1;ITGA10;ITGA2;ITGA3;ITGA6;ITGB1;ITGB6;ITGB8;MADCAM1	1.266932604122066	2.6510247779744014				0.004635011238364011	0.0008086244958573082	figure4_pathway_top_hits	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	manuscript_interpretable_candidate	14	3000			True					
0.2438642235192805	0	ductal_malignant_context	reactome	pdac_gse154778				AGRN;CDH1;COL9A3;F11R;HSPG2;ITGA1;ITGA10;ITGA2;ITGA3;ITGA6;ITGB1;ITGB6;ITGB8;MADCAM1	1.266932604122066	2.6510247779744014				0.004635011238364011	0.0008086244958573082	figure4_pathway_interpretable_hits	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	manuscript_interpretable_candidate	14	3000			True					
0.17873493352646008	0	ductal_malignant_context	reactome	pdac_gse154778				AGO1;AGO2;AGO3;AP2A2;CLTB;CLTC;DVL1;FZD5;GNG12;GNG7;ITPR2;ITPR3;KRAS;PLCB3;PPP3CA;PPP3CB;PRKCA;RAC1;RPS27A;SCRIB;SMURF1;SMURF2;TCF7L2;TNRC6B;UBA52;UBC	1.2693137877746645	1.7398422291645637				0.004776351391618961	0.0008368705818554912	figure4_pathway_top_hits	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	background_significant_pathway	26	3000			True					
0.2737005383375407	0	ductal_malignant_context	reactome	pdac_gse154778				KDM4C;MYH14;MYL6;NCOA2;PDPK1;PKN2;PPP1CB;RAC1;RHOB;YWHAG;YWHAZ	1.2707583651709373	1.9889408458362927				0.004847226196518942	0.0008501989234833225	figure4_pathway_top_hits	REACTOME_RHO_GTPASES_ACTIVATE_PKNS	background_significant_pathway	11	3000			True					
0.24179504353650372	0	ductal_malignant_context	reactome	pdac_gse154778				APP;B2M;CST3;FURIN;GSN;HSPG2;ITM2B;LYZ;NCSTN;RPS27A;SORL1;TSPAN15;UBA52;UBC	1.267447455170485	2.5412144043615887				0.004976357673511697	0.0008859318449744767	figure4_pathway_top_hits	REACTOME_AMYLOID_FIBER_FORMATION	background_significant_pathway	14	3000			True					
0.28254180602006684	0	ductal_malignant_context	reactome	pdac_gse154778				COL27A1;ITGA2;ITGA3;ITGB1;LAMA3;LAMA5;LAMB3;LAMC2;MET;PTK2	1.2677387519723995	2.9636234402656556				0.0055025727343494145	0.0010033799295874706	figure4_pathway_top_hits	REACTOME_MET_ACTIVATES_PTK2_SIGNALING	background_significant_pathway	10	3000			True					
0.11664302960688244	0	ductal_malignant_context	reactome	pdac_gse154778				AGO1;AGO2;AGO3;AP2A2;AXIN1;BCL9L;BTRC;CCDC88C;CDC73;CHD8;CLTB;CLTC;CSNK1E;CTBP2;CUL3;DVL1;FZD5;GNG12;GNG7;ITPR2;ITPR3;KRAS;LGR4;LRP5;LRP6;PLCB3;PPP2R5A;PPP2R5E;PPP3CA;PPP3CB	1.2683054073419318	1.531389558623577				0.006220789581817693	0.0011565411616900499	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_WNT	background_significant_pathway	58	3000			True					
0.17562352941176473	0	ductal_malignant_context	reactome	pdac_gse154778				ADAM17;ADAM9;CAPN12;CAPN15;CAPN2;CAPN5;CAPN8;CASP3;CDH1;COL17A1;COL9A3;CTSS;FURIN;HSPG2;KLK7;LAMA3;LAMA5;LAMB3;LAMC2;MMP7;NCSTN;PHYKPL;PRSS1;TIMP1;TIMP2	1.2648614522188653	2.2884912979602814				0.006516135979988297	0.001228582258010939	figure4_pathway_top_hits	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	manuscript_interpretable_candidate	25	3000			True					
0.17562352941176473	0	ductal_malignant_context	reactome	pdac_gse154778				ADAM17;ADAM9;CAPN12;CAPN15;CAPN2;CAPN5;CAPN8;CASP3;CDH1;COL17A1;COL9A3;CTSS;FURIN;HSPG2;KLK7;LAMA3;LAMA5;LAMB3;LAMC2;MMP7;NCSTN;PHYKPL;PRSS1;TIMP1;TIMP2	1.2648614522188653	2.2884912979602814				0.006516135979988297	0.001228582258010939	figure4_pathway_interpretable_hits	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	manuscript_interpretable_candidate	25	3000			True					
0.17376806722689075	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;AGO1;AGO2;AGO3;ANG;ANGPTL4;CDH1;CDH15;CDH17;CLDN10;CLDN12;CLDN15;CLDN3;CLDN4;CLDN7;CRB3;CTNNA1;CTNND1;F11R;HOXC8;JUP;PARD6B;PRKCI;TNRC6B;ZC3H12A	1.2645027232971513	2.3311800396442415				0.00712705100070112	0.001365181600134299	figure4_pathway_top_hits	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	manuscript_interpretable_candidate	25	3000			True					
0.17376806722689075	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;AGO1;AGO2;AGO3;ANG;ANGPTL4;CDH1;CDH15;CDH17;CLDN10;CLDN12;CLDN15;CLDN3;CLDN4;CLDN7;CRB3;CTNNA1;CTNND1;F11R;HOXC8;JUP;PARD6B;PRKCI;TNRC6B;ZC3H12A	1.2645027232971513	2.3311800396442415				0.00712705100070112	0.001365181600134299	figure4_pathway_interpretable_hits	REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	manuscript_interpretable_candidate	25	3000			True					
0.2146447721179625	0	ductal_malignant_context	reactome	pdac_gse154778				BCAR1;CBL;CCND1;CRK;EGFR;ERBB2;ERBB3;KRAS;NRG4;PTK6;PXN;RAC1;RASA1;RPS27A;UBA52;UBC	1.268773269407631	2.13472918048501				0.0076888976149595625	0.001510344958731963	figure4_pathway_top_hits	REACTOME_SIGNALING_BY_PTK6	background_significant_pathway	16	3000			True					
0.1910151006711409	0	ductal_malignant_context	reactome	pdac_gse154778				ARHGEF12;ERBB2;FARP2;HSP90AA1;HSP90AB1;ITGA1;ITGB1;MET;MYH14;MYL6;PLXNA2;PLXNA3;PLXNB1;RAC1;RHOB;ROCK2;RRAS;SEMA4A;SEMA4D;SEMA6A	1.2710038337131475	1.6291839167475701				0.008061310247938344	0.0015956095777139932	figure4_pathway_top_hits	REACTOME_SEMAPHORIN_INTERACTIONS	background_significant_pathway	20	3000			True					
0.16782521008403362	0	ductal_malignant_context	reactome	pdac_gse154778				DSC2;DSG2;DSG3;DSP;EVPL;FURIN;JUP;KLK8;KRT10;KRT15;KRT16;KRT18;KRT19;KRT20;KRT7;KRT8;KRT80;PCSK6;PERP;PKP3;PPL;PRSS8;SPRR1A;SPRR1B;ST14	1.2621354214784477	2.612888956069946				0.009311492645550321	0.0019013400257002606	figure4_pathway_top_hits	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	background_significant_pathway	25	3000			True					
0.16782521008403362	0	ductal_malignant_context	reactome	pdac_gse154778				DSC2;DSG2;DSG3;DSP;EVPL;FURIN;JUP;KLK8;KRT10;KRT15;KRT16;KRT18;KRT19;KRT20;KRT7;KRT8;KRT80;PCSK6;PERP;PKP3;PPL;PRSS8;SPRR1A;SPRR1B;ST14	1.2621354214784477	2.612888956069946				0.009311492645550321	0.0019013400257002606	figure4_pathway_top_hits	REACTOME_KERATINIZATION	background_significant_pathway	25	3000			True					
0.13375592098996358	0	ductal_malignant_context	reactome	pdac_gse154778				BBC3;BCL2L1;BIRC3;CASP3;CDH1;CFLAR;CHMP4C;CHMP7;DSG2;DSG3;DSP;DYNLL1;GAS2;GSN;HSP90AA1;LMNA;MAPK8;OCLN;OGT;OPA1;PDCD6IP;PELI1;PLEC;PTK2;RPS27A;SPTAN1;STK24;TICAM1;TJP1;TJP2	1.2661755863918078	1.8212613203586676				0.009743925665374586	0.0020256386312806885	figure4_pathway_top_hits	REACTOME_PROGRAMMED_CELL_DEATH	background_significant_pathway	39	3000			True					
0.2502357127649868	0	ductal_malignant_context	reactome	pdac_gse154778				AHCYL1;ASPH;ATP1A1;ATP1B1;ATP2A2;ATP2B4;CAMK2D;FXYD2;FXYD3;ITPR2;ITPR3	1.2670078510203542	3.0080578272992913				0.00985728092978754	0.0020584594166992948	figure4_pathway_top_hits	REACTOME_ION_HOMEOSTASIS	background_significant_pathway	11	3000			True					
0.21222780569514232	0	ductal_malignant_context	reactome	pdac_gse154778				COL17A1;COL27A1;COL9A3;CTSS;DST;ITGA6;ITGB4;LAMA3;LAMB3;LAMC2;MMP7;P4HA2;P4HB;PLEC;PLOD2	1.264798984146198	2.9833423415819804				0.010616813422760468	0.002258612957911356	figure4_pathway_top_hits	REACTOME_COLLAGEN_FORMATION	manuscript_interpretable_candidate	15	3000			True					
0.21222780569514232	0	ductal_malignant_context	reactome	pdac_gse154778				COL17A1;COL27A1;COL9A3;CTSS;DST;ITGA6;ITGB4;LAMA3;LAMB3;LAMC2;MMP7;P4HA2;P4HB;PLEC;PLOD2	1.264798984146198	2.9833423415819804				0.010616813422760468	0.002258612957911356	figure4_pathway_interpretable_hits	REACTOME_COLLAGEN_FORMATION	manuscript_interpretable_candidate	15	3000			True					
0.13365791250577486	0	ductal_malignant_context	reactome	pdac_gse154778				ACTG1;AGRN;AKR1C1;AKR1C3;BCO2;CNGA1;CTBP2;CYP4V2;DHRS3;DHRS9;EBF1;EPB41L1;EPS8;EPS8L2;EZR;FSCN2;GPC4;GSN;HSPG2;ITPR3;LDLR;LRP10;LRP8;MYO3A;PLS1;PRKCA;RBP1;RDH10;RETSAT;SCN9A	1.267321207539847	1.74657068597643				0.010696979680879388	0.0022880487993467836	figure4_pathway_top_hits	REACTOME_SENSORY_PERCEPTION	background_significant_pathway	38	3000			True					
0.218627404076165	0	ductal_malignant_context	reactome	pdac_gse154778				ATP6V0A1;ATP6V1C1;CAND1;CP;FLVCR1;FTH1;FTL;IREB2;LCN2;RPS27A;SLC40A1;TFRC;UBA52;UBC	1.2635435684766851	3.3738576663391933				0.010895705394900711	0.002353063136926914	figure4_pathway_top_hits	REACTOME_IRON_UPTAKE_AND_TRANSPORT	background_significant_pathway	14	3000			True					
